"series key","first date (dd-mm-yyyy)","last date (dd-mm-yyyy)","dimensions"
"SUP.Q.B01.W0._Z.A6520.UNI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6520._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6520._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.AMC.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6521.AMC.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.CSCB.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6521.CWH.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6521.CWH.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.DEV.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6521.DEV.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.DIV.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6521.DIV.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.DOM.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.EEA.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.EML.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6521.GSIB.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.LORI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.MHRI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.NC.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6521.NC.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.NEEA.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.RCCL.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6521.RCCL.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.ROW.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.SL30.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.SM20.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.SML.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.SSM.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.ST10.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.ST20.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521.UNI.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6521.UNI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6521._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6521._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.AMC.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6522.AMC.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.CSCB.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6522.CWH.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6522.CWH.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.DEV.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6522.DEV.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.DIV.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6522.DIV.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.DOM.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.EEA.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.EML.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6522.GSIB.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.LORI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.MHRI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.NC.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6522.NC.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.NEEA.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.RCCL.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6522.RCCL.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.ROW.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.SL30.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.SM20.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.SML.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.SSM.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.ST10.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.ST20.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522.UNI.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6522.UNI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6522._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6522._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.AMC.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6600.AMC.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.CSCB.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6600.CWH.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6600.CWH.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.DEV.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6600.DEV.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.DIV.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6600.DIV.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.DOM.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.EEA.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.EML.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6600.GSIB.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.LORI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.MHRI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.NC.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6600.NC.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.NEEA.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.RCCL.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6600.RCCL.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.ROW.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.SL30.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.SM20.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.SML.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.SSM.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.ST10.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.ST20.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600.UNI.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6600.UNI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6600._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6600._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.AMC.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6700.AMC.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.CSCB.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6700.CWH.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6700.CWH.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.DEV.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6700.DEV.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.DIV.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6700.DIV.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.DOM.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.EEA.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.EML.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6700.GSIB.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.LORI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.MHRI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.NC.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6700.NC.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.NEEA.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.RCCL.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6700.RCCL.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.ROW.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.SL30.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.SM20.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.SML.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.SSM.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.ST10.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.ST20.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700.UNI.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6700.UNI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6700._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6700._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.AMC.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6800.AMC.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.CSCB.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6800.CWH.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6800.CWH.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.DEV.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6800.DEV.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.DIV.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6800.DIV.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.DOM.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.EEA.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.EML.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6800.GSIB.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.LORI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.MHRI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.NC.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6800.NC.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.NEEA.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.RCCL.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6800.RCCL.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.ROW.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.SL30.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.SM20.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.SML.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.SSM.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.ST10.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.ST20.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800.UNI.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6800.UNI.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A6800._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.A6800._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.AMC.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7100.AMC.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.CSCB.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7100.CWH.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7100.CWH.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.DEV.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7100.DEV.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.DIV.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7100.DIV.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.DOM.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.EEA.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.EML.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7100.GSIB.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.LORI.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.MHRI.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.NC.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7100.NC.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.NEEA.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.RCCL.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7100.RCCL.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.ROW.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.SL30.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.SM20.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.SML.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.SSM.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.ST10.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.ST20.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100.UNI.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7100.UNI.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7100._T.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7100._T.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.AMC.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7110.AMC.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.CSCB.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7110.CWH.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7110.CWH.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.DEV.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7110.DEV.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.DIV.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7110.DIV.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.DOM.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.EEA.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.EML.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7110.GSIB.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.LORI.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.MHRI.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.NC.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7110.NC.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.NEEA.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.RCCL.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7110.RCCL.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.ROW.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.SL30.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.SM20.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.SML.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.SSM.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.ST10.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.ST20.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110.UNI.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7110.UNI.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7110._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7110._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7120.AMC.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7120.AMC.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7120.CSCB.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7120.CWH.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7120.CWH.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7120.DEV.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7120.DEV.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7120.DIV.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7120.DIV.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7120.DOM.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7120.EEA.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7120.EML.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.B01.W0._Z.A7120.GSIB.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7120.LORI.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.B01.W0._Z.A7120.MHRI.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
